"year","GEOID","county","comID","comName"
2010,"06001404000","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001404101","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001404102","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001404200","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001404300","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001404400","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001420100","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001420200","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001420500","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001420600","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421100","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421200","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421300","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421400","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421500","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421600","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421700","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421800","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001421900","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001422200","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001422300","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001422600","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001423000","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001423100","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001423601","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001423800","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001423902","Alameda","2b","Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks"
2010,"06001401000","Alameda","2c","Oakland West Central"
2010,"06001401400","Alameda","2c","Oakland West Central"
2010,"06001401500","Alameda","2c","Oakland West Central"
2010,"06001401600","Alameda","2c","Oakland West Central"
2010,"06001401700","Alameda","2c","Oakland West Central"
2010,"06001401800","Alameda","2c","Oakland West Central"
2010,"06001402200","Alameda","2c","Oakland West Central"
2010,"06001402400","Alameda","2c","Oakland West Central"
2010,"06001402500","Alameda","2c","Oakland West Central"
2010,"06001402600","Alameda","2c","Oakland West Central"
2010,"06001402700","Alameda","2c","Oakland West Central"
2010,"06001402800","Alameda","2c","Oakland West Central"
2010,"06001402900","Alameda","2c","Oakland West Central"
2010,"06001403000","Alameda","2c","Oakland West Central"
2010,"06001403100","Alameda","2c","Oakland West Central"
2010,"06001403400","Alameda","2c","Oakland West Central"
2010,"06001405301","Alameda","2c","Oakland West Central"
2010,"06001405302","Alameda","2c","Oakland West Central"
2010,"06001405401","Alameda","2c","Oakland West Central"
2010,"06001405402","Alameda","2c","Oakland West Central"
2010,"06001405500","Alameda","2c","Oakland West Central"
2010,"06001405600","Alameda","2c","Oakland West Central"
2010,"06001405700","Alameda","2c","Oakland West Central"
2010,"06001405800","Alameda","2c","Oakland West Central"
2010,"06001405901","Alameda","2c","Oakland West Central"
2010,"06001405902","Alameda","2c","Oakland West Central"
2010,"06001406300","Alameda","2c","Oakland West Central"
2010,"06001406400","Alameda","2c","Oakland West Central"
2010,"06001410500","Alameda","2c","Oakland West Central"
2010,"06001406100","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001406201","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001406202","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001406500","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407101","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407102","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407200","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407300","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407400","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407500","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407600","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001407700","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408200","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408400","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408500","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408600","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408700","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408800","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001408900","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001409000","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001409500","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001409600","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001409700","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001410100","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001410200","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001410300","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001428301","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001428302","Alameda","2d","Fruitvale/Melrose/Oakland Airport"
2010,"06001403300","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001406000","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427100","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427200","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427300","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427600","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427700","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427800","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001427900","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428000","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428100","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428200","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428400","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428500","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428600","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001428700","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001981900","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001982000","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001983200","Alameda","2e","Alameda/Jack London Square/Oakland Inner Harbor"
2010,"06001409900","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001410000","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430101","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430102","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430200","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430300","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430400","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430500","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430600","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430700","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430800","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001430900","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001432100","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001432700","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001432800","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001433000","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001435102","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001435103","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001435104","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001435200","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001436402","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001440100","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001440335","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001440336","Alameda","2f","Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East"
2010,"06001432400","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001432501","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001432502","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001433200","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001433300","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001433400","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001433500","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001433600","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001435800","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001435900","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001436000","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001436100","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001437000","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001437101","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001437102","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001437200","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001437300","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001438300","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001438400","Alameda","2g","San Leandro West/San Lorenzo West/Hayward West"
2010,"06001409100","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001409200","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001409300","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001409400","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001410400","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001431000","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001431100","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001431200","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001432200","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001432300","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001432600","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001433102","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001433103","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001433104","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001433700","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001433800","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001433900","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001434000","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001435400","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001435500","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001435601","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001435602","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001435700","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001436300","Alameda","2h","Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East"
2010,"06001441503","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001441523","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001441524","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001442700","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001442800","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001442900","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443102","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443103","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443104","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443105","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443200","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443301","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443321","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001443322","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001444100","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001444200","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001444301","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001444302","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001444601","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001444602","Alameda","2i","Fremont South/Mission San Jose/Newark South/Warm Springs"
2010,"06001441601","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001441602","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001441700","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001441921","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001441923","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001441926","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001441927","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001442301","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001442302","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001442400","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001442500","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001442601","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001442602","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001443001","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001443002","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001444400","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001444500","Alameda","2j","Centerville/Fremont West/Irvington/Newark East Central"
2010,"06001450101","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450102","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450200","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450300","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450400","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450501","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450502","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450601","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450602","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450603","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450604","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450605","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450606","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450607","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450741","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450742","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450743","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450744","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450745","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450746","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450750","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450751","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001450752","Alameda","2k","Dublin/Pleasanton/Santa Rita/Sunol"
2010,"06001440304","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440305","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440306","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440307","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440331","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440332","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440333","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001440334","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441100","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441200","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441301","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441302","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441401","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441402","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441501","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441521","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441522","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441800","Alameda","2l","Fremont East/Niles/Union City Central"
2010,"06001441924","Alameda","2l","Fremont East/Niles/Union City Central"
