GEOID,comID,comName,county,year
06001422400,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001422700,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001422800,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001423200,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001423300,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001423901,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001424001,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001424002,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001400800,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001400900,2a,Berkeley South and West/Emeryville/Oakland Northwest,Alameda,2000
06001421200,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001400300,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001402300,2c,Oakland West Central,Alameda,2000
06001400600,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001404000,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421400,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001422300,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001422200,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001423000,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421100,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421300,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421500,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001420200,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001420100,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421600,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001420600,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001420500,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421700,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421800,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001400100,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001421900,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001422600,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001423100,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001423601,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001404400,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001423800,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001423902,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001400400,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001404300,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001400500,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001400200,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001404200,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001401100,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001401200,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001404100,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Alameda,2000
06001402800,2c,Oakland West Central,Alameda,2000
06001405900,2c,Oakland West Central,Alameda,2000
06001401500,2c,Oakland West Central,Alameda,2000
06001401400,2c,Oakland West Central,Alameda,2000
06001402200,2c,Oakland West Central,Alameda,2000
06001402400,2c,Oakland West Central,Alameda,2000
06001402700,2c,Oakland West Central,Alameda,2000
06001401700,2c,Oakland West Central,Alameda,2000
06001401000,2c,Oakland West Central,Alameda,2000
06001401600,2c,Oakland West Central,Alameda,2000
06001401800,2c,Oakland West Central,Alameda,2000
06001402900,2c,Oakland West Central,Alameda,2000
06001403400,2c,Oakland West Central,Alameda,2000
06001402500,2c,Oakland West Central,Alameda,2000
06001402100,2c,Oakland West Central,Alameda,2000
06001402600,2c,Oakland West Central,Alameda,2000
06001403100,2c,Oakland West Central,Alameda,2000
06001405300,2c,Oakland West Central,Alameda,2000
06001405600,2c,Oakland West Central,Alameda,2000
06001403000,2c,Oakland West Central,Alameda,2000
06001405700,2c,Oakland West Central,Alameda,2000
06001405500,2c,Oakland West Central,Alameda,2000
06001403300,2c,Oakland West Central,Alameda,2000
06001405400,2c,Oakland West Central,Alameda,2000
06001406400,2c,Oakland West Central,Alameda,2000
06001405800,2c,Oakland West Central,Alameda,2000
06001406300,2c,Oakland West Central,Alameda,2000
06001410300,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407100,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001409700,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001409000,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408400,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001406500,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001406201,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001406202,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407600,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001406100,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407200,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407700,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408200,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408700,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407400,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408600,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407500,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001407300,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408500,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408800,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001409600,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001408900,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001409500,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001410100,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001410200,2d,Fruitvale/Melrose/Oakland Airport,Alameda,2000
06001428301,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427200,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427100,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428600,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428000,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428200,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428500,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428400,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428100,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001401900,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001402000,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427500,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001403200,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001406000,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427400,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427300,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427600,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427700,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427800,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001427900,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001428302,2e,Alameda/Jack London Square/Oakland Inner Harbor,Alameda,2000
06001430200,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001432100,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001436402,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430100,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001409900,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001410000,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430300,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001432800,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430400,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001432700,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001433000,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430500,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430600,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430700,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430800,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001435101,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001430900,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001435200,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001435102,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001440100,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001440309,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Alameda,2000
06001437300,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001436000,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001436100,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001437000,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001437200,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001432400,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001432500,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001433200,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001433300,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001433400,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001433600,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001433500,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001435800,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001435900,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001437100,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001438300,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001438400,2g,San Leandro West/San Lorenzo West/Hayward West,Alameda,2000
06001409400,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001409200,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001410400,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001409300,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001432200,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001432300,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001409100,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001432600,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001433101,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001433800,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001433102,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001433900,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001434000,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001431000,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001431100,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001431200,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001433700,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001435500,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001435600,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001435700,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001435400,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001436300,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Alameda,2000
06001442700,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001444200,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001443103,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001443302,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001441503,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001444100,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001444300,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001443101,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001444600,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001442800,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001442900,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001443102,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001443200,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001443301,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,Alameda,2000
06001444500,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001442500,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001444400,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001442300,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001441922,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001441923,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001442600,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001441601,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001441602,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001441700,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001441921,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001442400,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001443001,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001443002,2j,Centerville/Fremont West/Irvington/Newark East Central,Alameda,2000
06001450606,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450605,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450742,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450607,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450721,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450100,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450200,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450500,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450300,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450400,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450601,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450603,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450722,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450602,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450703,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450604,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001450741,2k,Dublin/Pleasanton/Santa Rita/Sunol,Alameda,2000
06001442100,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440302,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440331,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441100,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440307,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440332,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440304,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441522,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440306,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441200,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441402,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441501,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001440305,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441301,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441401,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441521,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441302,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441901,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001442000,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001441800,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001442200,2l,Fremont East/Niles/Union City Central,Alameda,2000
06001404800,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001407900,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001407800,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001426100,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001426200,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001405100,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001404502,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001404600,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001404501,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001403500,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001401300,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001404700,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001403900,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001403800,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001403600,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001405000,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001403700,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001404900,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001408000,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001406700,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001405200,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001406800,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001408100,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001406600,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001406900,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001407000,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001408300,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001409800,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Alameda,2000
06001437500,2n,Hayward Central,Alameda,2000
06001437400,2n,Hayward Central,Alameda,2000
06001436401,2n,Hayward Central,Alameda,2000
06001436602,2n,Hayward Central,Alameda,2000
06001436700,2n,Hayward Central,Alameda,2000
06001436900,2n,Hayward Central,Alameda,2000
06001435300,2n,Hayward Central,Alameda,2000
06001436200,2n,Hayward Central,Alameda,2000
06001436500,2n,Hayward Central,Alameda,2000
