county,comName,Ndeaths 2008-2012,Ndeaths 2013-2017,Rate 2008-2012,Rate 2013-2017,Percent Change,pValue,comID,est_edu,moe_edu,est_net,moe_net,est_pov,moe_pov,est_rent30up,moe_rent30up,est_rent50up,moe_rent50up,region,POP,geoLev,hpi2score,insured,inpreschool,bachelorsed,parkaccess,houserepair,pop,myGroup,lessThanBachelors,myLabel,hRank,top15,pov30plus
Calaveras,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,5,11,1.848,6.589,256.5476190476191,0.015188837082992679,12,19.28,1.82,77.59,4.18,12.75,2.28,51.79,11.33,27.7,7.89,GOLD COUNTRY,45578,Communuity,-0.1631532130446926,82.03153933915486,33.385738733599545,20.84109877572513,33.79700886787485,97.20533814755146,45578,1 Increase,80.72,Calaveras Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,138,notTot15,notHighPov
Contra Costa,Alamo/Danville/Diablo/San Ramon,8,4,1.225,0.4399,-64.08979591836736,0.056435748936012664,18h,67.92,1.82,94.62,1.41,3.78,0.58,45.93,5.19,18.75,3,BAY AREA,135352,Communuity,0.9592468408960193,95.83535078905373,78.07962941072168,66.69132410307938,72.36760390049649,99.28606736576799,135352,3 Same,32.08,Contra Costa Alamo/Danville/Diablo/San Ramon,491,notTot15,notHighPov
Contra Costa,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,61,75,11.81,13.97,18.289585097375106,0.16711227873882317,18d,11.53,0.99,79.56,2.18,19.68,1.85,62.08,4.75,34.34,3.21,BAY AREA,97648,Communuity,-0.2708047800305997,77.3022724479764,39.267909224971326,11.773424954940193,88.03559764378176,99.10488763097779,97648,3 Same,88.47,Contra Costa Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,37,notTot15,notHighPov
Contra Costa,Avon/Clyde/Concord Central/Pittsburg Southwest,17,11,4.006,2.478,-38.1427858212681,0.10882845403779451,18c,35.21,1.75,90.8,1.87,7.88,1.22,47.23,5.75,21.2,3.51,BAY AREA,88185,Communuity,0.4196684940235754,86.46349719340024,56.94152180075976,32.945752679027045,79.70516525973805,99.71788504301638,88185,3 Same,64.78999999999999,Contra Costa Avon/Clyde/Concord Central/Pittsburg Southwest,344,notTot15,notHighPov
Contra Costa,Brentwood Central and West/Oakley,36,51,5.819,7.466,28.30383227358653,0.1279887779183153,18e,25.58,1.36,88.79,1.74,9.17,1.43,50.03,6.56,29.33,4.78,BAY AREA,125250,Communuity,0.32800834225077846,89.65764630738522,50.15380758483034,25.01062994011976,88.27784313572855,99.21229239979496,125250,3 Same,74.42,Contra Costa Brentwood Central and West/Oakley,110,notTot15,notHighPov
Contra Costa,Brentwood East/Byron/Discovery Bay/Knightsen,13,10,5.181,3.11,-39.9729781895387,0.11825653343826814,17,26.64,1.89,89.59,2.85,9.05,1.82,50.88,9.35,18.91,4.95,BAY AREA,55213,Communuity,0.2602246796984406,84.74716280586094,54.49330411316175,24.237962074149202,63.05761399579809,97.02481312151214,55213,3 Same,73.36,Contra Costa Brentwood East/Byron/Discovery Bay/Knightsen,301.5,notTot15,notHighPov
Contra Costa,Clayton/Concord South/Walnut Creek Central and East,3,5,0.5641,1.024,81.52809785499024,0.2155570301720806,18j,63.44,2.14,92.07,1.71,5.58,0.93,43.46,4.68,23.59,3.38,BAY AREA,97514,Communuity,0.8683935983321471,92.38665422400885,73.23022642902558,62.03931948233075,79.75572634760137,98.59294714533678,97514,3 Same,36.56,Contra Costa Clayton/Concord South/Walnut Creek Central and East,463,notTot15,notHighPov
Contra Costa,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,20,17,4.899,3.857,-21.26964686670749,0.23703617176906233,18b,33.84,1.9,83.86,2.07,13.69,1.62,50.28,4.01,26.15,2.79,BAY AREA,78362,Communuity,0.12369186118828003,78.10411806743065,52.91935759679437,28.52067583777852,80.268498221587,97.0356466453281,78362,3 Same,66.16,Contra Costa Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,262,notTot15,notHighPov
Contra Costa,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,39,32,9.583,6.725,-29.82364603986226,0.07415702616941133,18a,33.67,1.57,89.94,1.89,7.95,1.28,46.69,5.66,23.56,3.79,BAY AREA,84998,Communuity,0.4184608922109226,87.90357773124073,60.10843431610156,33.63852090637427,82.43723349431751,99.1847257966857,84998,3 Same,66.33,Contra Costa Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,134,notTot15,notHighPov
Contra Costa,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,43,31,11.77,7.624,-35.225148683092605,0.03554613878814372,18g,44.27,1.7,88.89,1.79,10.3,1.18,47.23,4.32,22.72,2.74,BAY AREA,78557,Communuity,0.4297347750778797,83.46939037896051,64.10999019820004,39.88891505531016,84.38331384345126,97.195214208166675,78557,2 Decrease,55.73,Contra Costa El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,105,notTot15,notHighPov
Contra Costa,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,8,1,1.973,0.3039,-84.59706031424227,0.018731951320737572,18i,64.31,1.84,91.09,1.58,4.12,0.59,48.26,6.13,21.07,3.72,BAY AREA,109924,Communuity,0.9084851146037081,94.2098258796987,79.23810905716677,64.40148739128853,62.581420743604674,98.42896121393618,109924,2 Decrease,35.69,Contra Costa Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,493,notTot15,notHighPov
Contra Costa,Richmond Central/San Pablo Central,139,81,27.28,14.59,-46.517595307917894,4.112230694963692e-6,18f,18.49,1.25,80.6,2.08,19.51,1.81,56.4,4.34,26.91,2.64,BAY AREA,98022,Communuity,-0.226605427024015,71.04704658137969,49.18656832139724,16.57418844749138,95.11946353328845,99.29779002321489,98022,2 Decrease,81.51,Contra Costa Richmond Central/San Pablo Central,33,notTot15,notHighPov
Del Norte,Crescent City/Gasquet/Klamath/Smith River,9,9,6.322,7.381,16.75102815564695,0.37443954427001713,19,14.44,2.06,73.62,5.13,23.24,3.29,43.07,7.92,24.71,5.26,NORTH COAST,28610,Communuity,-0.37505030132520095,78.56441454037049,37.97056274030059,14.788322264942328,33.837818480950716,93.27862806595176,28610,3 Same,85.56,Del Norte Crescent City/Gasquet/Klamath/Smith River,114,notTot15,notHighPov
El Dorado,Cameron Park/El Dorado Hills/Shingle Springs,5,2,1.734,0.539,-68.91580161476354,0.09414325064082574,23.1,43.15,2.13,90.37,2.17,6.21,1.19,41.6,8.1,21.23,5.47,GOLD COUNTRY,65862,Communuity,0.5695559583757098,92.65755822780966,58.658485925116146,43.4331359509277,68.45829045792718,99.57605627511037,65862,3 Same,56.85,El Dorado Cameron Park/El Dorado Hills/Shingle Springs,486,notTot15,notHighPov
El Dorado,Camino/Pollock Pines,9,3,8.153,1.431,-82.4481785845701,0.015418119268537978,23.2,26.51,3.16,78.99,5.12,13.91,3.03,48.65,15.07,27,11.19,GOLD COUNTRY,24515,Communuity,0.1093020619665103,84.39612890067306,36.28615541505201,22.68291658168468,48.47643978176626,98.48362001789475,24515,2 Decrease,73.49,El Dorado Camino/Pollock Pines,423,notTot15,notHighPov
El Dorado,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,4,7,1.878,2.529,34.664536741214064,0.32462491262273774,23.3,29.68,2.15,82.53,3.18,10.11,1.64,48.1,8.97,22.45,5.8,GOLD COUNTRY,49606,Communuity,0.1469744945617264,87.30406200862798,51.05450953513688,28.729615369108576,31.447809342619845,99.30522739861267,49606,3 Same,70.32,El Dorado Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,340,notTot15,notHighPov
El Dorado,Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville,3,1,6.74,1.841,-72.68545994065282,0.1331934802068655,22,16.54,5.33,75.84,7.44,12.91,5.4,41.7,28.11,12.45,9.85,GOLD COUNTRY,10347,Communuity,-0.02261618468270995,79.01371412003479,41.80411713540157,17.760519957475598,73.7025200289939,98.90817125926064,10347,3 Same,83.46000000000001,El Dorado Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville,392,notTot15,notHighPov
El Dorado,South Lake Tahoe,4,4,2.831,2.103,-25.715294948781345,0.34112570650807617,24,30.64,3.23,83.17,5.38,13.18,2.71,48.21,7.64,22.97,4.9,GOLD COUNTRY,30728,Communuity,0.04819358283331165,76.10068992449882,44.071019916688364,25.283109867222077,91.12535773431398,95.47856942864294,30728,3 Same,69.36,El Dorado South Lake Tahoe,372,notTot15,notHighPov
Fresno,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,31,20,6.976,4.166,-40.280963302752284,0.03733599519616071,31,30.46,1.44,80.92,2.06,14,1.43,43.25,5.62,20.73,3.6,CENTRAL VALLEY,94013,Communuity,0.018040534812908852,82.10972950549392,41.28599129907566,28.350191994724135,45.36393914894749,97.58211060045463,94013,2 Decrease,69.53999999999999,Fresno Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,247,notTot15,notHighPov
Fresno,Biola/Herndon/Highway City/Kerman,14,13,7.301,6.298,-13.73784413094097,0.3520907795918208,29,12.91,1.94,73.69,4.33,19.21,3.55,47.22,10.19,25.1,7.01,CENTRAL VALLEY,39755,Communuity,-0.40902488545380455,74.0500867815369,32.43478556156458,11.827236825556534,39.06678385863413,99.7297268097228,39755,3 Same,87.09,Fresno Biola/Herndon/Highway City/Kerman,148,notTot15,notHighPov
Fresno,Bowles/Caruthers/Easton/Kingsburg/Lanare/Laton/Raisin City/Riverdale/Selma,45,31,9.948,7.02,-29.43305186972256,0.07017820270565711,30,12.1,1.03,69.7,2.19,27.73,2.24,50.68,4.8,24.98,3,CENTRAL VALLEY,92454,Communuity,-0.578781679167943,68.8934994700067,44.1402016137755,11.14577195145694,45.47883282962338,96.96945517164265,92454,3 Same,87.9,Fresno Bowles/Caruthers/Easton/Kingsburg/Lanare/Laton/Raisin City/Riverdale/Selma,121.5,notTot15,notHighPov
Fresno,Cantua Creek/San Joaquin/Tranquility,3,1,7.291,3.824,-47.551776162391995,0.2710411334638212,26,4.05,2.24,53.61,8.04,34.15,6.59,42.46,12.27,16.65,6.79,CENTRAL VALLEY,6978,Communuity,-0.9681250139999998,60,28.2,4.4,49.36945,99.70845481000002,6978,3 Same,95.95,Fresno Cantua Creek/San Joaquin/Tranquility,264,notTot15,highPov
Fresno,Clovis West/Fresno East,21,28,4.278,4.824,12.762973352033667,0.3405729701890794,35b,23.03,1.3,82.14,1.87,17.4,1.72,52.01,4.98,27.22,3.28,CENTRAL VALLEY,100631,Communuity,-0.20912461847498284,79.66036211505401,34.5885303733442,21.52277528793314,57.466386899265636,97.66924072024744,100631,3 Same,76.97,Fresno Clovis West/Fresno East,213,notTot15,notHighPov
Fresno,Coalinga,2,1,1.712,0.9065,-47.050233644859816,0.29719286792684363,27,10.91,1.82,69.59,5.89,23.15,4.63,38.69,9.45,23.26,6.87,CENTRAL VALLEY,19362,Communuity,-0.25179456042237375,56.3303842578246,34.2693988224357,9.785233963433528,40.806736616052056,70.4017694089092,19362,3 Same,89.09,Fresno Coalinga,469,notTot15,notHighPov
Fresno,Firebaugh/Mendota,6,9,4.511,7.011,55.42008423852804,0.20420418718833822,25,3.82,1.25,50.31,5.16,38.33,5,49.57,9.19,24.62,5.97,CENTRAL VALLEY,21694,Communuity,-0.7944114566363971,53.87545404259242,39.04054116345533,2.574135705725085,79.0448971167143,92.32711268868444,21694,3 Same,96.18,Fresno Firebaugh/Mendota,123,notTot15,highPov
Fresno,Fresno East Central,70,60,13.82,12.47,-9.768451519536901,0.28544825635525084,35d,7.73,0.76,65.85,1.95,41.12,2.29,65.65,4.05,39.41,2.86,CENTRAL VALLEY,98255,Communuity,-1.0545258180717418,66.58131698132411,35.07360948552237,7.207425576306549,48.0586238533408,98.70185309211928,98255,3 Same,92.27,Fresno Fresno East Central,47,notTot15,highPov
Fresno,Fresno North Central,29,18,7.103,4.25,-40.16612698859636,0.05124778085477111,35f,24.28,1.63,79.36,2,25.21,2.17,52.52,4.15,29.19,2.84,CENTRAL VALLEY,77960,Communuity,-0.4557337000530015,76.91779374037968,29.821720112878396,21.177397383273473,62.756541691636734,97.98278900100988,77960,3 Same,75.72,Fresno Fresno North Central,243,notTot15,notHighPov
Fresno,Fresno Northwest,24,24,3.466,3.481,0.43277553375648237,0.49411943238341083,35a,40.19,1.59,89.02,1.6,9.57,1.38,45.76,4.3,23.28,2.81,CENTRAL VALLEY,130760,Communuity,0.20409178774952585,88.59949296420925,51.802587947384524,39.127310339553375,56.063016607831145,99.03735291818569,130760,3 Same,59.81,Fresno Fresno Northwest,281,notTot15,notHighPov
Fresno,Fresno South and West,47,58,10.14,12.68,25.04930966469427,0.1337629458899794,35e,8.2,0.97,70.55,2.27,36.36,2.64,59.85,4.9,35.09,3.51,CENTRAL VALLEY,91862,Communuity,-0.9451093391085106,68.39603209161568,30.034686812827935,8.053849252139077,56.57943485075439,98.48723553111884,91862,3 Same,91.8,Fresno Fresno South and West,46,notTot15,highPov
Fresno,Fresno West Central,47,51,11.07,11.58,4.607046070460703,0.41451654857487885,35c,14.82,1.23,68.65,2.41,37.92,2.95,60.35,4.61,36.73,3.31,CENTRAL VALLEY,85916,Communuity,-0.9608734030582896,68.81547790865496,25.862945202290614,13.282508496671166,61.961684077936596,95.79143561857057,85916,3 Same,85.18,Fresno Fresno West Central,50,notTot15,highPov
Fresno,Huron,1,5,1.682,12.26,628.8941736028537,0.033168720100887006,28,2.09,2.11,47.24,7.98,42.55,7.83,45.47,11.06,26.47,7.54,CENTRAL VALLEY,7991,Communuity,-0.9556199617234389,52.8240896008009,47.945013139782255,2.3834563884369913,76.07308136778876,96.61331702811162,7991,1 Increase,97.91,Fresno Huron,48,notTot15,highPov
Fresno,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,26,24,8.589,8.286,-3.5277680754453464,0.45051954422345475,32,11.43,1.39,67.28,3.27,30.95,3.25,60.15,6.99,30.1,4.63,CENTRAL VALLEY,62819,Communuity,-0.5650052195372579,67.69958929623203,33.290445565831995,11.100456868144988,59.598210063356625,98.13510291285917,62819,3 Same,88.57,Fresno Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,87,notTot15,highPov
Glenn,Hamilton City,2,1,14,7.511,-46.35,0.301052528840136,36.2,11.72,3.45,59.42,9.91,16.8,5.62,32.75,15,17.47,9.83,SIERRA CASCADE,3456,Communuity,-0.18948094999999998,71,80.4,9.7,66.00116,98.05825243,3456,3 Same,88.28,Glenn Hamilton City,107,notTot15,notHighPov
Glenn,Orland,1,7,1.31,11.09,746.5648854961831,0.014138431971118082,36.1,13.84,2.71,64.66,6.18,23,5.94,49.85,16.12,29.97,12.49,SIERRA CASCADE,13093,Communuity,-0.4437540319212556,75.75135568624455,22.118452608263958,12.598915451004352,28.832198554953028,98.3956978407149,13093,1 Increase,86.16,Glenn Orland,55,notTot15,notHighPov
Humboldt,Arcata/Eureka,13,19,3.718,5.086,36.79397525551373,0.2006725182041732,39,32.56,1.97,82,2.77,22.95,2.06,60.93,5.29,32.66,3.3,NORTH COAST,71919,Communuity,-0.10978444096080314,77.96186404149113,60.41904364632434,31.91193425937513,54.11921902112098,96.31367522127628,71919,3 Same,67.44,Humboldt Arcata/Eureka,197,notTot15,notHighPov
Humboldt,Bluelake/McKinleyville/Orick/Trinidad,4,8,2.984,7.151,139.64477211796248,0.0809108122609008,40,36.66,3.55,85.2,4.18,16.12,3.93,51.38,10.72,25.5,6.46,NORTH COAST,22194,Communuity,0.09463582436491845,81.6973145895287,39.93442371812201,33.57635847526358,49.72965590880418,99.1234363669609,22194,3 Same,63.34,Humboldt Bluelake/McKinleyville/Orick/Trinidad,117,notTot15,notHighPov
Humboldt,Ferndale/Fortuna/Rio Dell/Scotia,5,7,4.466,5.631,26.085982982534706,0.3470620428124743,42,18,1.85,75.8,3.97,14.86,2.5,48.71,7.73,22.69,4.81,NORTH COAST,26043,Communuity,-0.11625437928794687,77.10565219060784,47.69124524824329,18.012732788081248,41.80010171370426,99.20813275231694,26043,3 Same,82,Humboldt Ferndale/Fortuna/Rio Dell/Scotia,168,notTot15,notHighPov
