"Region","Cause","Sex","Age","RRadj"
"California","Diabetes",1,"60",0.874263686021605
"California","Diabetes",1,"70",0.913313820464063
"California","Diabetes",1,"80",0.934782764708968
"California","Diabetes",1,"NA",1
"California","Diabetes",2,"0",1
"California","Diabetes",2,"15",0.722605755941093
"California","Diabetes",2,"30",0.709611512701458
"California","Diabetes",2,"45",0.758842540085342
"California","Diabetes",2,"5",1
"California","Diabetes",2,"60",0.835800487926551
"California","Diabetes",2,"70",0.922824556409725
"California","Diabetes",2,"80",0.930791011174722
"California","Diabetes",2,"NA",1
"California","Hypertensive Heart Disease",1,"0",1
"California","Hypertensive Heart Disease",1,"15",0.731661047063224
"California","Hypertensive Heart Disease",1,"30",0.790708176724365
"California","Hypertensive Heart Disease",1,"45",0.792197204057664
"California","Hypertensive Heart Disease",1,"5",1
"California","Hypertensive Heart Disease",1,"60",0.806426663225423
"California","Hypertensive Heart Disease",1,"70",0.8520623174225
"California","Hypertensive Heart Disease",1,"80",0.950509238920721
"California","Hypertensive Heart Disease",1,"NA",1
"California","Hypertensive Heart Disease",2,"0",1
"California","Hypertensive Heart Disease",2,"15",1
"California","Hypertensive Heart Disease",2,"30",0.742237329377387
"California","Hypertensive Heart Disease",2,"45",0.681722368708924
"California","Hypertensive Heart Disease",2,"5",1
"California","Hypertensive Heart Disease",2,"60",0.75992495424919
"California","Hypertensive Heart Disease",2,"70",0.866146234546195
"California","Hypertensive Heart Disease",2,"80",0.967062030562949
"California","Hypertensive Heart Disease",2,"NA",1
"California","Inflammatory Heart Disease",1,"0",1
"California","Inflammatory Heart Disease",1,"15",0.968458001881551
"California","Inflammatory Heart Disease",1,"30",0.823333473916068
"California","Inflammatory Heart Disease",1,"45",0.892428277351477
"California","Inflammatory Heart Disease",1,"5",1
"California","Inflammatory Heart Disease",1,"60",0.919686866016377
"California","Inflammatory Heart Disease",1,"70",0.857566702378466
"California","Inflammatory Heart Disease",1,"80",0.973661844157914
"California","Inflammatory Heart Disease",1,"NA",1
"California","Inflammatory Heart Disease",2,"0",1.21820422422926
"California","Inflammatory Heart Disease",2,"15",1.14903236253349
"California","Inflammatory Heart Disease",2,"30",0.809928616431575
"California","Inflammatory Heart Disease",2,"45",0.762660888653851
"California","Inflammatory Heart Disease",2,"5",1
"California","Inflammatory Heart Disease",2,"60",0.926907069674563
"California","Inflammatory Heart Disease",2,"70",0.852150844500896
"California","Inflammatory Heart Disease",2,"80",0.958428262232591
"California","Inflammatory Heart Disease",2,"NA",1
"California","Ischemic Heart Disease",1,"0",1
"California","Ischemic Heart Disease",1,"15",0.847400751646357
"California","Ischemic Heart Disease",1,"30",0.839184241221868
"California","Ischemic Heart Disease",1,"45",0.865981580253941
"California","Ischemic Heart Disease",1,"5",1
"California","Ischemic Heart Disease",1,"60",0.859445145571688
"California","Ischemic Heart Disease",1,"70",0.889531428386536
"California","Ischemic Heart Disease",1,"80",0.982176029493333
"California","Ischemic Heart Disease",1,"NA",1
"California","Ischemic Heart Disease",2,"0",1
"California","Ischemic Heart Disease",2,"15",1
"California","Ischemic Heart Disease",2,"30",0.788457236334953
"California","Ischemic Heart Disease",2,"45",0.711092208063005
"California","Ischemic Heart Disease",2,"5",1
"California","Ischemic Heart Disease",2,"60",0.781831490182957
"California","Ischemic Heart Disease",2,"70",0.881102009879917
"California","Ischemic Heart Disease",2,"80",0.976811589925072
"California","Ischemic Heart Disease",2,"NA",1
"California","Lung Cancer",1,"0",1
"California","Lung Cancer",1,"15",1
"California","Lung Cancer",1,"30",0.799496278436997
"California","Lung Cancer",1,"45",0.933619758769215
"California","Lung Cancer",1,"5",1
"California","Lung Cancer",1,"60",0.949144984827467
"California","Lung Cancer",1,"70",0.955667111746448
"California","Lung Cancer",1,"80",0.954396753280976
"California","Lung Cancer",1,"NA",1
"California","Lung Cancer",2,"0",1
"California","Lung Cancer",2,"15",1
"California","Lung Cancer",2,"30",0.872106585988136
"California","Lung Cancer",2,"45",0.914550958058191
"California","Lung Cancer",2,"5",1
"California","Lung Cancer",2,"60",0.902276395952451
"California","Lung Cancer",2,"70",0.998385910608862
"California","Lung Cancer",2,"80",0.986354456272617
"California","Lung Cancer",2,"NA",1
"California","Other",1,"0",0.859796293629236
"California","Other",1,"15",0.833113247624692
"California","Other",1,"30",0.844852296348817
"California","Other",1,"45",0.846506887821695
"California","Other",1,"5",0.954702324746414
"California","Other",1,"60",0.882375584105647
"California","Other",1,"70",0.949966550677459
"California","Other",1,"80",0.999612944222129
"California","Other",1,"NA",1
"California","Other",2,"0",0.921403800137811
"California","Other",2,"15",0.940302173553726
"California","Other",2,"30",0.8593432313694
"California","Other",2,"45",0.867008950719045
"California","Other",2,"5",0.957725585143715
"California","Other",2,"60",0.899383151622932
"California","Other",2,"70",0.963606813062019
"California","Other",2,"80",1.00136028808892
"California","Other",2,"NA",1
"California","Respiratory diseases",1,"0",1.06210130389494
"California","Respiratory diseases",1,"15",0.861123396283719
"California","Respiratory diseases",1,"30",0.748054908984949
"California","Respiratory diseases",1,"45",0.847824896436389
"California","Respiratory diseases",1,"5",0.940139068945197
"California","Respiratory diseases",1,"60",0.893671065358613
"California","Respiratory diseases",1,"70",0.908142595090767
"California","Respiratory diseases",1,"80",0.975727717214224
"California","Respiratory diseases",1,"NA",1
"California","Respiratory diseases",2,"0",0.966828749388302
"California","Respiratory diseases",2,"15",0.909017095879519
"California","Respiratory diseases",2,"30",0.893890471426255
"California","Respiratory diseases",2,"45",0.810568603519366
"California","Respiratory diseases",2,"5",0.957725585143715
"California","Respiratory diseases",2,"60",0.844617509434895
"California","Respiratory diseases",2,"70",0.956469946096369
"California","Respiratory diseases",2,"80",0.972335340717488
"California","Respiratory diseases",2,"NA",1
"California","Road Traffic Injuries",1,"0",0.716496911357696
"California","Road Traffic Injuries",1,"15",0.890682552613458
"California","Road Traffic Injuries",1,"30",0.812986970435923
"California","Road Traffic Injuries",1,"45",0.825040163647385
"California","Road Traffic Injuries",1,"5",0.809017456188986
"California","Road Traffic Injuries",1,"60",0.83943654414213
"California","Road Traffic Injuries",1,"70",0.813601345870899
"California","Road Traffic Injuries",1,"80",0.887850698377088
"California","Road Traffic Injuries",1,"NA",1
"California","Road Traffic Injuries",2,"0",0.711176916617357
"California","Road Traffic Injuries",2,"15",0.848958533837078
"California","Road Traffic Injuries",2,"30",0.917535316154305
"California","Road Traffic Injuries",2,"45",0.759775400285125
"California","Road Traffic Injuries",2,"5",0.632098886194852
"California","Road Traffic Injuries",2,"60",0.881215837144067
"California","Road Traffic Injuries",2,"70",0.955317708105244
"California","Road Traffic Injuries",2,"80",0.837254309752853
"California","Road Traffic Injuries",2,"NA",1
"California","Stroke",1,"0",1
"California","Stroke",1,"15",1.07636698019123
"California","Stroke",1,"30",0.659390948919234
"California","Stroke",1,"45",0.817988538317066
"California","Stroke",1,"5",1
"California","Stroke",1,"60",0.83100601715439
"California","Stroke",1,"70",0.939945043913717
"California","Stroke",1,"80",0.995215927660539
"California","Stroke",1,"NA",1
"California","Stroke",2,"0",1
"California","Stroke",2,"15",0.735744042412749
"California","Stroke",2,"30",0.807183095697909
"California","Stroke",2,"45",0.774381110961937
"California","Stroke",2,"5",1
"California","Stroke",2,"60",0.852146207338978
"California","Stroke",2,"70",0.934481748935404
"California","Stroke",2,"80",1.03317873115565
"California","Stroke",2,"NA",1
"Central Coast","Acute resp infections",1,"0",1
"Central Coast","Acute resp infections",2,"0",1
"Central Coast","All Causes",1,"0",0.934076490182532
"Central Coast","All Causes",1,"15",1.01533750512014
"Central Coast","All Causes",1,"30",1.00996480067064
"Central Coast","All Causes",1,"45",0.908928313150034
"Central Coast","All Causes",1,"5",0.876355642051393
"Central Coast","All Causes",1,"60",0.996041546714838
"Central Coast","All Causes",1,"70",0.993377839208481
"Central Coast","All Causes",1,"80",1.03874246713266
"Central Coast","All Causes",1,"NA",1
"Central Coast","All Causes",2,"0",1.16869196624631
"Central Coast","All Causes",2,"15",1.2321322156791
"Central Coast","All Causes",2,"30",0.986691071769344
"Central Coast","All Causes",2,"45",0.961383896086124
"Central Coast","All Causes",2,"5",0.936909454652044
"Central Coast","All Causes",2,"60",0.984329789485984
"Central Coast","All Causes",2,"70",0.964764672918145
"Central Coast","All Causes",2,"80",1.01625909030064
"Central Coast","All Causes",2,"NA",1
"Central Coast","Breast Cancer",1,"0",1
"Central Coast","Breast Cancer",1,"15",1
"Central Coast","Breast Cancer",1,"30",1
"Central Coast","Breast Cancer",1,"45",1
"Central Coast","Breast Cancer",1,"5",1
"Central Coast","Breast Cancer",1,"60",1
"Central Coast","Breast Cancer",1,"70",1
"Central Coast","Breast Cancer",1,"80",1
"Central Coast","Breast Cancer",1,"NA",1
"Central Coast","Breast Cancer",2,"0",1
"Central Coast","Breast Cancer",2,"15",1
"Central Coast","Breast Cancer",2,"30",1
"Central Coast","Breast Cancer",2,"45",0.957822859130466
"Central Coast","Breast Cancer",2,"5",1
"Central Coast","Breast Cancer",2,"60",0.979252280599741
"Central Coast","Breast Cancer",2,"70",0.965947707464949
"Central Coast","Breast Cancer",2,"80",1.04265782779619
"Central Coast","Breast Cancer",2,"NA",1
"Central Coast","Colon Cancer",1,"0",1
"Central Coast","Colon Cancer",1,"15",1
"Central Coast","Colon Cancer",1,"30",1
"Central Coast","Colon Cancer",1,"45",0.961968397164316
"Central Coast","Colon Cancer",1,"5",1
"Central Coast","Colon Cancer",1,"60",0.891930103516954
"Central Coast","Colon Cancer",1,"70",0.974267812764085
"Central Coast","Colon Cancer",1,"80",1.21775103866861
"Central Coast","Colon Cancer",1,"NA",1
"Central Coast","Colon Cancer",2,"0",1
"Central Coast","Colon Cancer",2,"15",1
"Central Coast","Colon Cancer",2,"30",1
"Central Coast","Colon Cancer",2,"45",1.00403260776776
"Central Coast","Colon Cancer",2,"5",1
"Central Coast","Colon Cancer",2,"60",0.784152209369141
"Central Coast","Colon Cancer",2,"70",1.20665109465933
"Central Coast","Colon Cancer",2,"80",0.890073755435774
"Central Coast","Colon Cancer",2,"NA",1
"Central Coast","Dementia",1,"0",1
"Central Coast","Dementia",1,"15",1
"Central Coast","Dementia",1,"30",1
"Central Coast","Dementia",1,"45",1
"Central Coast","Dementia",1,"5",1
"Central Coast","Dementia",1,"60",1.03677345366073
"Central Coast","Dementia",1,"70",1.15040222712409
"Central Coast","Dementia",1,"80",1.10491516516837
"Central Coast","Dementia",1,"NA",1
"Central Coast","Dementia",2,"0",1
"Central Coast","Dementia",2,"15",1
"Central Coast","Dementia",2,"30",1
"Central Coast","Dementia",2,"45",1
"Central Coast","Dementia",2,"5",1
"Central Coast","Dementia",2,"60",0.860157506258349
"Central Coast","Dementia",2,"70",0.948335757679473
"Central Coast","Dementia",2,"80",1.00444936187393
"Central Coast","Dementia",2,"NA",1
"Central Coast","Depression",1,"0",1
"Central Coast","Depression",1,"15",1
"Central Coast","Depression",1,"30",1
"Central Coast","Depression",1,"45",1
"Central Coast","Depression",1,"5",1
"Central Coast","Depression",1,"60",1
"Central Coast","Depression",1,"70",1
"Central Coast","Depression",1,"80",1
"Central Coast","Depression",1,"NA",1
"Central Coast","Depression",2,"0",1
"Central Coast","Depression",2,"15",1
"Central Coast","Depression",2,"30",1
"Central Coast","Depression",2,"45",1
"Central Coast","Depression",2,"5",1
"Central Coast","Depression",2,"60",1
"Central Coast","Depression",2,"70",1
"Central Coast","Depression",2,"80",1
"Central Coast","Depression",2,"NA",1
"Central Coast","Diabetes",1,"0",1
"Central Coast","Diabetes",1,"15",1
"Central Coast","Diabetes",1,"30",1
"Central Coast","Diabetes",1,"45",0.69208741826968
"Central Coast","Diabetes",1,"5",1
"Central Coast","Diabetes",1,"60",0.995538145844681
"Central Coast","Diabetes",1,"70",0.889635793461049
"Central Coast","Diabetes",1,"80",1.04016234552944
"Central Coast","Diabetes",1,"NA",1
"Central Coast","Diabetes",2,"0",1
"Central Coast","Diabetes",2,"15",1
"Central Coast","Diabetes",2,"30",1
"Central Coast","Diabetes",2,"45",0.745290311088114
"Central Coast","Diabetes",2,"5",1
"Central Coast","Diabetes",2,"60",0.887037428328922
"Central Coast","Diabetes",2,"70",1.2034436223184
"Central Coast","Diabetes",2,"80",1.00652612089236
"Central Coast","Diabetes",2,"NA",1
"Central Coast","Hypertensive Heart Disease",1,"0",1
"Central Coast","Hypertensive Heart Disease",1,"15",1
"Central Coast","Hypertensive Heart Disease",1,"30",1.37181636127128
"Central Coast","Hypertensive Heart Disease",1,"45",0.704570957560259
"Central Coast","Hypertensive Heart Disease",1,"5",1
"Central Coast","Hypertensive Heart Disease",1,"60",1.11888432833043
"Central Coast","Hypertensive Heart Disease",1,"70",1.12844658167626
"Central Coast","Hypertensive Heart Disease",1,"80",0.906679042107987
"Central Coast","Hypertensive Heart Disease",1,"NA",1
"Central Coast","Hypertensive Heart Disease",2,"0",1
"Central Coast","Hypertensive Heart Disease",2,"15",1
"Central Coast","Hypertensive Heart Disease",2,"30",1
"Central Coast","Hypertensive Heart Disease",2,"45",0.666838699394628
"Central Coast","Hypertensive Heart Disease",2,"5",1
"Central Coast","Hypertensive Heart Disease",2,"60",0.631678168658475
"Central Coast","Hypertensive Heart Disease",2,"70",0.816622458001768
"Central Coast","Hypertensive Heart Disease",2,"80",0.994853193808015
"Central Coast","Hypertensive Heart Disease",2,"NA",1
"Central Coast","Inflammatory Heart Disease",1,"0",1
"Central Coast","Inflammatory Heart Disease",1,"15",1
"Central Coast","Inflammatory Heart Disease",1,"30",0.860393595007867
"Central Coast","Inflammatory Heart Disease",1,"45",0.780315908373025
"Central Coast","Inflammatory Heart Disease",1,"5",1
"Central Coast","Inflammatory Heart Disease",1,"60",1.10778533404845
"Central Coast","Inflammatory Heart Disease",1,"70",0.865276718163901
"Central Coast","Inflammatory Heart Disease",1,"80",0.929506776856096
"Central Coast","Inflammatory Heart Disease",1,"NA",1
"Central Coast","Inflammatory Heart Disease",2,"0",1
"Central Coast","Inflammatory Heart Disease",2,"15",1
"Central Coast","Inflammatory Heart Disease",2,"30",1
"Central Coast","Inflammatory Heart Disease",2,"45",1
"Central Coast","Inflammatory Heart Disease",2,"5",1
"Central Coast","Inflammatory Heart Disease",2,"60",1.33354280050122
"Central Coast","Inflammatory Heart Disease",2,"70",0.587968169761273
"Central Coast","Inflammatory Heart Disease",2,"80",0.724842340179171
"Central Coast","Inflammatory Heart Disease",2,"NA",1
"Central Coast","Ischemic Heart Disease",1,"0",1
"Central Coast","Ischemic Heart Disease",1,"15",1
"Central Coast","Ischemic Heart Disease",1,"30",1.25148159273872
"Central Coast","Ischemic Heart Disease",1,"45",0.880472735610529
"Central Coast","Ischemic Heart Disease",1,"5",1
"Central Coast","Ischemic Heart Disease",1,"60",1.02150487909173
"Central Coast","Ischemic Heart Disease",1,"70",1.01625163517687
"Central Coast","Ischemic Heart Disease",1,"80",0.987026639134708
"Central Coast","Ischemic Heart Disease",1,"NA",1
"Central Coast","Ischemic Heart Disease",2,"0",1
"Central Coast","Ischemic Heart Disease",2,"15",1
"Central Coast","Ischemic Heart Disease",2,"30",1
"Central Coast","Ischemic Heart Disease",2,"45",0.749853312992735
"Central Coast","Ischemic Heart Disease",2,"5",1
"Central Coast","Ischemic Heart Disease",2,"60",0.95209463102147
"Central Coast","Ischemic Heart Disease",2,"70",0.982639111551578
"Central Coast","Ischemic Heart Disease",2,"80",1.00530233133142
"Central Coast","Ischemic Heart Disease",2,"NA",1
"Central Coast","Lung Cancer",1,"0",1
"Central Coast","Lung Cancer",1,"15",1
"Central Coast","Lung Cancer",1,"30",1
"Central Coast","Lung Cancer",1,"45",1.21391250118354
"Central Coast","Lung Cancer",1,"5",1
"Central Coast","Lung Cancer",1,"60",1.03854875067043
"Central Coast","Lung Cancer",1,"70",1.01865002634419
"Central Coast","Lung Cancer",1,"80",1.08998019527404
"Central Coast","Lung Cancer",1,"NA",1
"Central Coast","Lung Cancer",2,"0",1
"Central Coast","Lung Cancer",2,"15",1
"Central Coast","Lung Cancer",2,"30",1
"Central Coast","Lung Cancer",2,"45",0.986685226006919
"Central Coast","Lung Cancer",2,"5",1
"Central Coast","Lung Cancer",2,"60",0.940435659168671
"Central Coast","Lung Cancer",2,"70",1.06515972782839
"Central Coast","Lung Cancer",2,"80",0.92235115535817
"Central Coast","Lung Cancer",2,"NA",1
"Central Coast","Other",1,"0",0.95212833281555
"Central Coast","Other",1,"15",0.933781901108963
"Central Coast","Other",1,"30",0.961369422670578
"Central Coast","Other",1,"45",0.911859476327001
"Central Coast","Other",1,"5",1
"Central Coast","Other",1,"60",0.966048435289821
"Central Coast","Other",1,"70",0.99366479767118
"Central Coast","Other",1,"80",1.02956760271139
"Central Coast","Other",1,"NA",1
"Central Coast","Other",2,"0",1.1352000396118
"Central Coast","Other",2,"15",1.20999693104131
"Central Coast","Other",2,"30",1.01339638567763
"Central Coast","Other",2,"45",1.00950774718032
"Central Coast","Other",2,"5",0.939093392774776
"Central Coast","Other",2,"60",1.01808935607959
"Central Coast","Other",2,"70",0.946222950483278
"Central Coast","Other",2,"80",1.02670603682328
"Central Coast","Other",2,"NA",1
"Central Coast","Respiratory diseases",1,"0",1
"Central Coast","Respiratory diseases",1,"15",1
"Central Coast","Respiratory diseases",1,"30",1
"Central Coast","Respiratory diseases",1,"45",0.835538264965578
"Central Coast","Respiratory diseases",1,"5",1
"Central Coast","Respiratory diseases",1,"60",1.00638131149037
"Central Coast","Respiratory diseases",1,"70",0.809807494774497
"Central Coast","Respiratory diseases",1,"80",1.0808463778687
"Central Coast","Respiratory diseases",1,"NA",1
"Central Coast","Respiratory diseases",2,"0",1
"Central Coast","Respiratory diseases",2,"15",1
"Central Coast","Respiratory diseases",2,"30",1
"Central Coast","Respiratory diseases",2,"45",0.925106386144294
"Central Coast","Respiratory diseases",2,"5",1
"Central Coast","Respiratory diseases",2,"60",1.09328913806275
"Central Coast","Respiratory diseases",2,"70",1.0154890669452
"Central Coast","Respiratory diseases",2,"80",0.958872823776855
"Central Coast","Respiratory diseases",2,"NA",1
"Central Coast","Road Traffic Injuries",1,"0",1
"Central Coast","Road Traffic Injuries",1,"15",1.29274221634046
"Central Coast","Road Traffic Injuries",1,"30",1.27382947832334
"Central Coast","Road Traffic Injuries",1,"45",1.04442283120697
"Central Coast","Road Traffic Injuries",1,"5",1
"Central Coast","Road Traffic Injuries",1,"60",1.2341823525409
"Central Coast","Road Traffic Injuries",1,"70",1
"Central Coast","Road Traffic Injuries",1,"80",1.08969388579275
"Central Coast","Road Traffic Injuries",1,"NA",1
"Central Coast","Road Traffic Injuries",2,"0",1
"Central Coast","Road Traffic Injuries",2,"15",1.28978546106516
"Central Coast","Road Traffic Injuries",2,"30",1
"Central Coast","Road Traffic Injuries",2,"45",0.844662352566529
"Central Coast","Road Traffic Injuries",2,"5",1
"Central Coast","Road Traffic Injuries",2,"60",1
"Central Coast","Road Traffic Injuries",2,"70",1
"Central Coast","Road Traffic Injuries",2,"80",1
"Central Coast","Road Traffic Injuries",2,"NA",1
"Central Coast","Stroke",1,"0",1
"Central Coast","Stroke",1,"15",1
"Central Coast","Stroke",1,"30",1
"Central Coast","Stroke",1,"45",1.0903315270842
"Central Coast","Stroke",1,"5",1
"Central Coast","Stroke",1,"60",1.09013679318739
"Central Coast","Stroke",1,"70",1.01049197672368
"Central Coast","Stroke",1,"80",1.11912266703705
"Central Coast","Stroke",1,"NA",1
"Central Coast","Stroke",2,"0",1
"Central Coast","Stroke",2,"15",1
"Central Coast","Stroke",2,"30",1
"Central Coast","Stroke",2,"45",0.86780378688342
"Central Coast","Stroke",2,"5",1
"Central Coast","Stroke",2,"60",1.04041110131984
"Central Coast","Stroke",2,"70",0.896547209210452
"Central Coast","Stroke",2,"80",1.12524458643351
"Central Coast","Stroke",2,"NA",1
"Other","Acute resp infections",1,"0",1
"Other","Acute resp infections",2,"0",1
"Other","All Causes",1,"0",0.676737160120846
"Other","All Causes",1,"15",0.728130522956522
"Other","All Causes",1,"30",0.682835678716349
"Other","All Causes",1,"45",0.631051006901
"Other","All Causes",1,"5",1
"Other","All Causes",1,"60",0.7216261904185
"Other","All Causes",1,"70",0.943207988784276
"Other","All Causes",1,"80",0.9194297720095
"Other","All Causes",1,"NA",1
"Other","All Causes",2,"0",0.620637705480758
"Other","All Causes",2,"15",0.877269001145971
"Other","All Causes",2,"30",0.745601803759875
"Other","All Causes",2,"45",0.666178766887747
"Other","All Causes",2,"5",1
"Other","All Causes",2,"60",0.682995037302784
"Other","All Causes",2,"70",0.908186792228307
"Other","All Causes",2,"80",0.994283073898863
"Other","All Causes",2,"NA",1
"Other","Breast Cancer",1,"0",1
"Other","Breast Cancer",1,"15",1
"Other","Breast Cancer",1,"30",1
"Other","Breast Cancer",1,"45",1
"Other","Breast Cancer",1,"5",1
"Other","Breast Cancer",1,"60",1
"Other","Breast Cancer",1,"70",1
"Other","Breast Cancer",1,"80",1
"Other","Breast Cancer",1,"NA",1
"Other","Breast Cancer",2,"0",1
"Other","Breast Cancer",2,"15",1
"Other","Breast Cancer",2,"30",1
"Other","Breast Cancer",2,"45",1.35958022999056
"Other","Breast Cancer",2,"5",1
"Other","Breast Cancer",2,"60",0.805267204921184
"Other","Breast Cancer",2,"70",1.24616858237548
"Other","Breast Cancer",2,"80",1.113486516324
"Other","Breast Cancer",2,"NA",1
"Other","Colon Cancer",1,"0",1
"Other","Colon Cancer",1,"15",1
"Other","Colon Cancer",1,"30",1
"Other","Colon Cancer",1,"45",0.888658130266066
"Other","Colon Cancer",1,"5",1
"Other","Colon Cancer",1,"60",1.12729032825838
"Other","Colon Cancer",1,"70",1.18444582356457
"Other","Colon Cancer",1,"80",0.794192518729556
"Other","Colon Cancer",1,"NA",1
"Other","Colon Cancer",2,"0",1
"Other","Colon Cancer",2,"15",1
"Other","Colon Cancer",2,"30",1
"Other","Colon Cancer",2,"45",1
"Other","Colon Cancer",2,"5",1
"Other","Colon Cancer",2,"60",1
"Other","Colon Cancer",2,"70",0.723834184425317
"Other","Colon Cancer",2,"80",0.769347382909379
"Other","Colon Cancer",2,"NA",1
"Other","Dementia",1,"0",1
"Other","Dementia",1,"15",1
"Other","Dementia",1,"30",1
"Other","Dementia",1,"45",1
"Other","Dementia",1,"5",1
"Other","Dementia",1,"60",1
"Other","Dementia",1,"70",1.02422369572461
"Other","Dementia",1,"80",0.959300963412805
"Other","Dementia",1,"NA",1
"Other","Dementia",2,"0",1
"Other","Dementia",2,"15",1
"Other","Dementia",2,"30",1
"Other","Dementia",2,"45",1
"Other","Dementia",2,"5",1
"Other","Dementia",2,"60",1.09100718086096
"Other","Dementia",2,"70",1.04515245891375
"Other","Dementia",2,"80",1.03503351498425
"Other","Dementia",2,"NA",1
"Other","Depression",1,"0",1
"Other","Depression",1,"15",1
"Other","Depression",1,"30",1
"Other","Depression",1,"45",1
"Other","Depression",1,"5",1
"Other","Depression",1,"60",1
"Other","Depression",1,"70",1
"Other","Depression",1,"80",1
"Other","Depression",1,"NA",1
"Other","Depression",2,"0",1
"Other","Depression",2,"15",1
"Other","Depression",2,"30",1
"Other","Depression",2,"45",1
"Other","Depression",2,"5",1
"Other","Depression",2,"60",1
"Other","Depression",2,"70",1
"Other","Depression",2,"80",1
"Other","Depression",2,"NA",1
"Other","Diabetes",1,"0",1
"Other","Diabetes",1,"15",1
"Other","Diabetes",1,"30",1
"Other","Diabetes",1,"45",0.600667069531693
"Other","Diabetes",1,"5",1
"Other","Diabetes",1,"60",0.63462270331583
"Other","Diabetes",1,"70",0.837975276535475
"Other","Diabetes",1,"80",1.02378005034482
"Other","Diabetes",1,"NA",1
"Other","Diabetes",2,"0",1
"Other","Diabetes",2,"15",1
"Other","Diabetes",2,"30",1
"Other","Diabetes",2,"45",1
"Other","Diabetes",2,"5",1
"Other","Diabetes",2,"60",0.72267569672414
"Other","Diabetes",2,"70",0.709357500736811
"Other","Diabetes",2,"80",0.757135519688595
"Other","Diabetes",2,"NA",1
"Other","Hypertensive Heart Disease",1,"0",1
