Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate,SE Adjusted Rate
Homicide,Orange,2001,Sex,Male,66,1433650,4.60365,4.53125,0.5633
Homicide,Alameda,2001,Sex,Male,91,718968,12.657,11.5926,1.22349
Homicide,Kern,2001,Sex,Male,34,349424,9.73029,9.26334,1.61191
Homicide,Sacramento,2001,Sex,Male,58,618919,9.37118,9.17222,1.21161
Homicide,San Bernardino,2001,Sex,Male,102,878633,11.6089,11.1304,1.11247
Homicide,Riverside,2001,Sex,Male,88,807987,10.8913,11.0084,1.18262
Homicide,Los Angeles,2001,Sex,Male,952,4755630,20.0184,18.5917,0.610988
Homicide,San Mateo,2001,Sex,Total,20,707460,2.82701,2.68199,0.606754
Homicide,Santa Cruz,2001,Sex,Total,13,256166,5.07483,4.90498,1.36664
Homicide,San Joaquin,2001,Sex,Total,52,588581,8.83481,8.86632,1.2347
Homicide,Orange,2001,Sex,Total,82,2889910,2.83746,2.82285,0.313305
Homicide,Solano,2001,Sex,Total,19,402968,4.71501,4.68485,1.07789
Homicide,Monterey,2001,Sex,Total,32,406264,7.87665,7.44071,1.32444
Homicide,San Bernardino,2001,Sex,Total,134,1763780,7.59732,7.43362,0.646578
Homicide,CALIFORNIA,2001,Sex,Total,2385,34512700,6.91049,6.72246,0.138081
Homicide,Contra Costa,2001,Sex,Total,62,970496,6.38849,6.67512,0.850762
Homicide,Santa Clara,2001,Sex,Total,39,1693170,2.30337,2.30023,0.371639
Homicide,Riverside,2001,Sex,Total,117,1622450,7.2113,7.38506,0.684066
Homicide,Madera,2001,Sex,Total,11,126456,8.69868,8.48177,2.56493
Homicide,Tulare,2001,Sex,Total,26,374152,6.94905,7.05772,1.39872
Homicide,Stanislaus,2001,Sex,Total,33,463128,7.12546,7.30125,1.27634
Homicide,Alameda,2001,Sex,Total,108,1465560,7.36918,6.90884,0.668978
Homicide,Los Angeles,2001,Sex,Total,1114,9635800,11.5611,11.0226,0.332751
Homicide,Sacramento,2001,Sex,Total,74,1265770,5.84626,5.78315,0.673628
Homicide,Kern,2001,Sex,Total,52,679674,7.65073,7.4408,1.03797
Homicide,Ventura,2001,Sex,Total,34,768991,4.42138,4.46795,0.767641
Homicide,Fresno,2001,Sex,Total,61,815003,7.48464,7.44647,0.960056
Homicide,San Diego,2001,Sex,Total,112,2870100,3.90231,3.76005,0.357532
Homicide,Santa Barbara,2001,Sex,Total,12,403442,2.97441,2.63957,0.77247
Homicide,San Francisco,2001,Sex,Total,65,782223,8.30965,8.03673,1.04336
Homicide,Sonoma,2001,Sex,Total,12,465423,2.5783,2.58651,0.749467
Homicide,Butte,2001,Sex,Total,14,205730,6.80504,8.02458,2.16391
Homicide,Los Angeles,2002,Sex,Female,158,4924250,3.20861,3.19121,0.254758
Homicide,San Diego,2002,Sex,Female,26,1448210,1.79532,1.76671,0.347204
Homicide,Alameda,2002,Sex,Female,27,747987,3.60969,3.53271,0.683814
Homicide,Fresno,2002,Sex,Female,15,414207,3.62137,3.67619,0.956668
Homicide,San Bernardino,2002,Sex,Female,28,903725,3.09829,3.0675,0.58178
Homicide,CALIFORNIA,2002,Sex,Female,419,17554700,2.38683,2.38338,0.116561
Homicide,Riverside,2002,Sex,Female,19,847762,2.24119,2.25402,0.518041
Homicide,Orange,2002,Sex,Female,19,1469090,1.29332,1.3070600000000001,0.300977
Homicide,Kern,2002,Sex,Female,14,338203,4.13953,4.40646,1.18404
Homicide,Sacramento,2002,Sex,Female,14,660747,2.11881,2.11365,0.56534
Homicide,CALIFORNIA,2002,Sex,Male,2088,17383600,12.0113,11.4241,0.251673
Homicide,Los Angeles,2002,Sex,Male,999,4798200,20.8203,19.2614,0.613387
Homicide,Sacramento,2002,Sex,Male,69,632736,10.905,10.6749,1.29586
Homicide,Fresno,2002,Sex,Male,53,414430,12.7887,12.0025,1.66888
Homicide,Alameda,2002,Sex,Male,122,720481,16.9331,16.1055,1.48181
Homicide,San Diego,2002,Sex,Male,77,1462230,5.26592,4.95523,0.570075
Homicide,Orange,2002,Sex,Male,77,1445350,5.32743,5.1454,0.590636
Homicide,Kern,2002,Sex,Male,40,358301,11.1638,11.3216,1.86302
Homicide,San Bernardino,2002,Sex,Male,131,897124,14.6022,14.5537,1.30058
Homicide,Riverside,2002,Sex,Male,103,840645,12.2525,12.6755,1.26669
Homicide,San Bernardino,2002,Sex,Total,159,1800850,8.82917,8.76067,0.700504
Homicide,San Joaquin,2002,Sex,Total,55,603544,9.11284,9.1653,1.24183
Homicide,Santa Clara,2002,Sex,Total,39,1693160,2.30338,2.26741,0.365515
Homicide,Riverside,2002,Sex,Total,122,1688410,7.22575,7.40807,0.673048
Homicide,Merced,2002,Sex,Total,15,222733,6.73452,5.94995,1.55657
Homicide,Orange,2002,Sex,Total,96,2914440,3.29395,3.25209,0.333406
Homicide,Monterey,2002,Sex,Total,28,408599,6.85268,6.23515,1.181
Homicide,Tulare,2002,Sex,Total,29,381194,7.60767,7.35943,1.38312
Homicide,Solano,2002,Sex,Total,27,406816,6.63691,6.68292,1.29012
Homicide,Stanislaus,2002,Sex,Total,21,473580,4.43431,4.39437,0.963377
Homicide,San Mateo,2002,Sex,Total,22,704897,3.12102,3.25257,0.701022
Homicide,San Francisco,2002,Sex,Total,51,783255,6.51129,6.51391,0.948337
Homicide,Humboldt,2002,Sex,Total,13,128755,10.0967,9.04263,2.51935
Homicide,Alameda,2002,Sex,Total,149,1468470,10.1466,9.68204,0.798013
Homicide,Sacramento,2002,Sex,Total,83,1293480,6.41678,6.33938,0.696812
Homicide,Contra Costa,2002,Sex,Total,66,978795,6.74298,7.07249,0.873611
Homicide,Sonoma,2002,Sex,Total,19,465998,4.07727,4.1428,0.954001
Homicide,San Diego,2002,Sex,Total,103,2910450,3.53898,3.41114,0.337647
Homicide,Los Angeles,2002,Sex,Total,1157,9722440,11.9003,11.3301,0.334727
Homicide,Kern,2002,Sex,Total,54,696504,7.75301,8.01863,1.10765
Homicide,CALIFORNIA,2002,Sex,Total,2507,34938300,7.17551,6.97848,0.1397
Homicide,Ventura,2002,Sex,Total,24,779894,3.07734,3.08179,0.629153
Homicide,Fresno,2002,Sex,Total,68,828637,8.20625,7.97578,0.977694
Homicide,Riverside,2003,Sex,Female,24,890269,2.69581,2.79837,0.572176
Homicide,Los Angeles,2003,Sex,Female,135,4959620,2.72198,2.74168,0.236708
Homicide,Sacramento,2003,Sex,Female,22,674719,3.26062,3.27192,0.698384
Homicide,Contra Costa,2003,Sex,Female,22,507028,4.33901,4.42311,0.947827
Homicide,Orange,2003,Sex,Female,16,1482040,1.0796,1.07938,0.270095
Homicide,San Bernardino,2003,Sex,Female,21,929010,2.26047,2.26487,0.497809
Homicide,Alameda,2003,Sex,Female,22,747441,2.94338,2.86425,0.613126
Homicide,Santa Clara,2003,Sex,Female,17,838473,2.0275,2.04654,0.497612
Homicide,San Diego,2003,Sex,Female,34,1464990,2.32083,2.2847,0.392721
Homicide,CALIFORNIA,2003,Sex,Female,412,17782900,2.31684,2.31502,0.11418
Homicide,Fresno,2003,Sex,Female,12,423018,2.83676,3.05428,0.886753
Homicide,Los Angeles,2003,Sex,Male,944,4831400,19.5389,18.2164,0.598506
Homicide,Monterey,2003,Sex,Male,25,212515,11.7639,10.3749,2.08366
Homicide,Contra Costa,2003,Sex,Male,67,482677,13.8809,14.2835,1.74683
Homicide,Riverside,2003,Sex,Male,95,882158,10.769,10.7378,1.10482
Homicide,San Diego,2003,Sex,Male,112,1478970,7.57285,6.99564,0.666226
Homicide,Sacramento,2003,Sex,Male,71,646244,10.9866,10.4225,1.23934
Homicide,San Bernardino,2003,Sex,Male,155,921065,16.8283,16.1696,1.31032
Homicide,CALIFORNIA,2003,Sex,Male,2157,17606100,12.2515,11.6599,0.252391
Homicide,Alameda,2003,Sex,Male,121,719746,16.8115,15.9125,1.45691
Homicide,Santa Clara,2003,Sex,Male,33,855738,3.85632,3.69597,0.64989
Homicide,Fresno,2003,Sex,Male,56,422899,13.2419,13.2126,1.78587
Homicide,Orange,2003,Sex,Male,67,1457680,4.59633,4.58658,0.568082
Homicide,Kern,2003,Sex,Total,50,717797,6.96576,6.96084,0.994315
Homicide,Riverside,2003,Sex,Total,119,1772430,6.71396,6.83428,0.628121
Homicide,Alameda,2003,Sex,Total,143,1467190,9.74654,9.36875,0.786327
Homicide,CALIFORNIA,2003,Sex,Total,2569,35388900,7.25933,7.07298,0.139842
Homicide,Fresno,2003,Sex,Total,68,845917,8.03861,8.22969,1.00714
Homicide,San Diego,2003,Sex,Total,146,2943960,4.9593,4.74992,0.394811
Homicide,San Bernardino,2003,Sex,Total,176,1850080,9.51313,9.29876,0.706768
Homicide,Santa Clara,2003,Sex,Total,50,1694210,2.95123,2.92446,0.416134
Homicide,Solano,2003,Sex,Total,24,408929,5.86899,5.73863,1.17212
Homicide,Humboldt,2003,Sex,Total,11,130179,8.4499,9.06857,2.77361
Homicide,Stanislaus,2003,Sex,Total,31,483007,6.41813,6.40134,1.15361
Homicide,Orange,2003,Sex,Total,83,2939720,2.8234,2.82832,0.311541
Homicide,San Mateo,2003,Sex,Total,29,703062,4.12481,4.33748,0.811794
Homicide,San Francisco,2003,Sex,Total,59,781870,7.54601,7.639,1.0332
Homicide,Monterey,2003,Sex,Total,25,411941,6.06883,5.59259,1.12178
Homicide,Sonoma,2003,Sex,Total,21,468257,4.48472,4.52886,0.992905
Homicide,Tulare,2003,Sex,Total,29,390370,7.42885,7.5006,1.41107
Homicide,Merced,2003,Sex,Total,19,229182,8.29035,8.67873,2.01653
Homicide,Sacramento,2003,Sex,Total,93,1320960,7.04032,6.87639,0.714167
Homicide,San Joaquin,2003,Sex,Total,57,621108,9.17715,8.98395,1.19531
Homicide,Los Angeles,2003,Sex,Total,1079,9791020,11.0203,10.5379,0.322444
Homicide,Contra Costa,2003,Sex,Total,89,989705,8.99258,9.42643,1.00126
Homicide,Ventura,2003,Sex,Total,48,789367,6.08082,6.12265,0.88449
Homicide,Los Angeles,2004,Sex,Female,129,4976650,2.5921,2.55831,0.225772
Homicide,Sacramento,2004,Sex,Female,19,685863,2.77023,2.72958,0.627557
Homicide,CALIFORNIA,2004,Sex,Female,385,17968300,2.14266,2.13371,0.108878
Homicide,San Diego,2004,Sex,Female,28,1475090,1.89818,1.83865,0.348021
Homicide,Fresno,2004,Sex,Female,22,430198,5.11393,5.03978,1.08758
Homicide,Contra Costa,2004,Sex,Female,13,511239,2.54284,2.77363,0.770988
Homicide,Orange,2004,Sex,Female,25,1490900,1.67684,1.69899,0.340257
Homicide,Alameda,2004,Sex,Female,18,746723,2.41053,2.37179,0.561178
Homicide,San Bernardino,2004,Sex,Female,23,954481,2.40969,2.45727,0.517132
Homicide,Riverside,2004,Sex,Female,21,932886,2.25108,2.27291,0.497292
Homicide,Stanislaus,2004,Sex,Female,11,248433,4.42774,4.48556,1.35779
Homicide,San Bernardino,2004,Sex,Male,163,945729,17.2354,16.8924,1.35682
Homicide,Contra Costa,2004,Sex,Male,70,486962,14.3748,14.688,1.75995
Homicide,Los Angeles,2004,Sex,Male,961,4845860,19.8314,18.4225,0.5982
Homicide,Alameda,2004,Sex,Male,97,718817,13.4944,12.705,1.29712
Homicide,San Diego,2004,Sex,Male,114,1488300,7.65977,7.11798,0.674312
Homicide,Stanislaus,2004,Sex,Male,31,241850,12.8179,12.3988,2.23855
Homicide,Tulare,2004,Sex,Male,24,199949,12.0031,11.7434,2.46854
Homicide,CALIFORNIA,2004,Sex,Male,2184,17784400,12.2804,11.673,0.251013
Homicide,Riverside,2004,Sex,Male,79,923993,8.54985,8.6136,0.97207
Homicide,Fresno,2004,Sex,Male,54,430028,12.5573,11.8056,1.62423
Homicide,Orange,2004,Sex,Male,78,1465580,5.32211,5.26254,0.602721
Homicide,Sacramento,2004,Sex,Male,76,657036,11.5671,11.1534,1.28355
Homicide,Los Angeles,2004,Sex,Total,1090,9822510,11.097,10.5522,0.320746
Homicide,Tulare,2004,Sex,Total,24,399913,6.00131,5.84412,1.21036
Homicide,Santa Clara,2004,Sex,Total,49,1696920,2.88759,2.83801,0.407481
Homicide,Alameda,2004,Sex,Total,115,1465540,7.84694,7.5361,0.705316
Homicide,Sonoma,2004,Sex,Total,16,469933,3.40474,3.32466,0.838839
Homicide,San Diego,2004,Sex,Total,142,2963390,4.79181,4.56276,0.384439
Homicide,San Mateo,2004,Sex,Total,29,701401,4.13458,4.32338,0.807671
Homicide,Sacramento,2004,Sex,Total,95,1342900,7.07425,6.97853,0.717496
Homicide,Stanislaus,2004,Sex,Total,42,490283,8.56648,8.45064,1.3098
Homicide,San Joaquin,2004,Sex,Total,61,638522,9.55331,9.59472,1.23406
Homicide,San Francisco,2004,Sex,Total,69,780699,8.83823,8.31877,1.02885
Homicide,Orange,2004,Sex,Total,103,2956480,3.48387,3.47969,0.343771
Homicide,Solano,2004,Sex,Total,30,411389,7.29237,7.46824,1.36864
Homicide,Merced,2004,Sex,Total,21,235549,8.91534,8.8424,1.9561
Homicide,Ventura,2004,Sex,Total,33,795046,4.1507,4.19342,0.731177
Homicide,CALIFORNIA,2004,Sex,Total,2569,35752800,7.18546,6.98493,0.138079
Homicide,Riverside,2004,Sex,Total,100,1856880,5.38538,5.46578,0.547854
Homicide,Monterey,2004,Sex,Total,36,411121,8.75655,8.13839,1.36078
Homicide,Kern,2004,Sex,Total,54,740022,7.29708,7.23532,0.992998
Homicide,Fresno,2004,Sex,Total,76,860226,8.83489,8.52049,0.988634
Homicide,Contra Costa,2004,Sex,Total,83,998201,8.31496,8.68691,0.956348
Homicide,San Bernardino,2004,Sex,Total,186,1900210,9.78839,9.64346,0.714607
Homicide,Kern,2005,Sex,Female,13,369284,3.52032,3.7564,1.05065
Homicide,San Bernardino,2005,Sex,Female,34,975953,3.48377,3.46682,0.59876
Homicide,CALIFORNIA,2005,Sex,Female,374,18087300,2.06775,2.06654,0.10703
Homicide,Los Angeles,2005,Sex,Female,120,4971090,2.41396,2.37563,0.217327
Homicide,Orange,2005,Sex,Female,22,1491830,1.4747,1.47479,0.314972
Homicide,San Diego,2005,Sex,Female,20,1478770,1.35247,1.33816,0.29993
Homicide,Riverside,2005,Sex,Female,19,972165,1.9544,1.97878,0.455123
Homicide,Fresno,2005,Sex,Female,12,436052,2.75197,2.93526,0.85733
Homicide,Ventura,2005,Sex,Female,11,400152,2.74896,2.83382,0.855888
Homicide,Sacramento,2005,Sex,Female,18,693519,2.59546,2.59239,0.611885
Homicide,CALIFORNIA,2005,Sex,Male,2191,17898300,12.2414,11.6256,0.249477
Homicide,Ventura,2005,Sex,Male,27,396715,6.80589,6.78448,1.31209
Homicide,Orange,2005,Sex,Male,57,1465320,3.88993,3.74516,0.497366
Homicide,Los Angeles,2005,Sex,Male,934,4838460,19.3036,17.8572,0.586797
Homicide,Sacramento,2005,Sex,Male,93,664649,13.9923,13.5231,1.41313
Homicide,Kern,2005,Sex,Male,58,392688,14.77,13.9564,1.84904
Homicide,Madera,2005,Sex,Male,12,67240.1,17.8465,17.8361,5.21067
Homicide,San Bernardino,2005,Sex,Male,156,966781,16.136,15.3945,1.24193
Homicide,Fresno,2005,Sex,Male,74,435858,16.978,16.4121,1.9429
Homicide,Riverside,2005,Sex,Male,111,962558,11.5318,11.6471,1.10887
Homicide,San Diego,2005,Sex,Male,103,1491360,6.90644,6.38146,0.637708
Homicide,Contra Costa,2005,Sex,Total,86,1004230,8.56378,9.00902,0.974251
Homicide,Monterey,2005,Sex,Total,16,407974,3.92182,3.79437,0.954124
Homicide,San Mateo,2005,Sex,Total,40,699277,5.72019,5.81742,0.925138
Homicide,San Joaquin,2005,Sex,Total,14,651625,2.14847,2.05018,0.552104
Homicide,Sacramento,2005,Sex,Total,111,1358170,8.17277,7.95656,0.756588
Homicide,Tulare,2005,Sex,Total,48,408403,11.7531,11.4936,1.68096
Homicide,CALIFORNIA,2005,Sex,Total,2566,35985600,7.13063,6.93785,0.137268
Homicide,Merced,2005,Sex,Total,25,240600,10.3907,10.4294,2.12677
Homicide,Solano,2005,Sex,Total,32,410570,7.79404,7.78092,1.3805
Homicide,Ventura,2005,Sex,Total,38,796867,4.76868,4.8407,0.78777
Homicide,Fresno,2005,Sex,Total,86,871910,9.8634,9.76337,1.0668
Homicide,Santa Clara,2005,Sex,Total,49,1699520,2.88317,2.82154,0.404545
Homicide,San Bernardino,2005,Sex,Total,190,1942730,9.78003,9.49143,0.69363
Homicide,San Francisco,2005,Sex,Total,75,779655,9.61964,8.80501,1.03818
Homicide,Los Angeles,2005,Sex,Total,1055,9809560,10.7548,10.2161,0.315462
Homicide,Riverside,2005,Sex,Total,130,1934720,6.71931,6.84841,0.602164
Homicide,Madera,2005,Sex,Total,12,139868,8.57952,8.51805,2.47272
Homicide,Orange,2005,Sex,Total,79,2957150,2.67149,2.65467,0.299355
Homicide,Kern,2005,Sex,Total,71,761972,9.31793,9.24982,1.10994
Homicide,Stanislaus,2005,Sex,Total,27,498020,5.42147,5.4398,1.05317
Homicide,Alameda,2005,Sex,Total,131,1459880,8.97333,8.61044,0.753992
Homicide,San Diego,2005,Sex,Total,123,2970140,4.14123,3.92423,0.356749
Homicide,Riverside,2006,Sex,Female,21,1013840,2.07133,2.05522,0.449963
Homicide,Fresno,2006,Sex,Female,14,443403,3.1574,3.10054,0.837469
Homicide,Los Angeles,2006,Sex,Female,124,4960400,2.4998,2.44636,0.220961
Homicide,CALIFORNIA,2006,Sex,Female,408,18219400,2.23937,2.22158,0.110332
Homicide,Contra Costa,2006,Sex,Female,20,517107,3.86767,3.92626,0.882921
Homicide,San Diego,2006,Sex,Female,31,1484900,2.08769,2.03642,0.366948
Homicide,San Joaquin,2006,Sex,Female,11,331622,3.31703,3.39414,1.02834
Homicide,Alameda,2006,Sex,Female,26,746458,3.48312,3.2765,0.643638
Homicide,San Bernardino,2006,Sex,Female,30,993098,3.02085,3.0551,0.562405
Homicide,Orange,2006,Sex,Female,13,1491350,0.871691,0.858443,0.238446
Homicide,Sacramento,2006,Sex,Female,16,700564,2.28387,2.26438,0.567778
Homicide,Sacramento,2006,Sex,Male,94,671711,13.9941,13.3728,1.38297
Homicide,Orange,2006,Sex,Male,88,1464080,6.01061,5.85376,0.627368
Homicide,CALIFORNIA,2006,Sex,Male,2220,18027400,12.3146,11.6635,0.248628
Homicide,Los Angeles,2006,Sex,Male,905,4826930,18.749,17.419,0.581624
Homicide,San Joaquin,2006,Sex,Male,47,329263,14.2743,13.556,1.99832
Homicide,San Bernardino,2006,Sex,Male,144,983669,14.6391,13.8101,1.16907
Homicide,Contra Costa,2006,Sex,Male,73,492997,14.8074,15.4887,1.81814
Homicide,San Diego,2006,Sex,Male,111,1497920,7.41028,6.63806,0.637844
Homicide,Riverside,2006,Sex,Male,105,1003510,10.4633,10.4519,1.02394
Homicide,Alameda,2006,Sex,Male,151,718381,21.0195,19.6889,1.60523
Homicide,Fresno,2006,Sex,Male,60,442973,13.5448,13.0765,1.71723
Homicide,Merced,2006,Sex,Total,21,245555,8.55206,7.98656,1.77433
Homicide,San Bernardino,2006,Sex,Total,174,1976770,8.80225,8.50634,0.653468
Homicide,Butte,2006,Sex,Total,12,215684,5.5637,6.1183,1.83198
Homicide,Riverside,2006,Sex,Total,126,2017350,6.24582,6.29333,0.562486
Homicide,Sonoma,2006,Sex,Total,11,469967,2.34059,2.50207,0.756859
Homicide,Orange,2006,Sex,Total,101,2955430,3.41743,3.37772,0.336521
Homicide,Shasta,2006,Sex,Total,16,175238,9.13044,8.78559,2.25324
Homicide,Contra Costa,2006,Sex,Total,93,1010100,9.20697,9.68985,1.00853
Homicide,San Diego,2006,Sex,Total,142,2982820,4.7606,4.45207,0.376424
Homicide,San Mateo,2006,Sex,Total,30,699398,4.2894,4.32517,0.794112
Homicide,San Joaquin,2006,Sex,Total,58,660885,8.77611,8.52384,1.12412
Homicide,Alameda,2006,Sex,Total,177,1464840,12.0832,11.513,0.866994
Homicide,Los Angeles,2006,Sex,Total,1030,9787330,10.5238,10.0006,0.312496
Homicide,Solano,2006,Sex,Total,24,411351,5.83443,5.73458,1.17394
Homicide,CALIFORNIA,2006,Sex,Total,2629,36246800,7.25305,7.03422,0.137548
Homicide,Santa Cruz,2006,Sex,Total,12,255486,4.69693,4.38762,1.28179
Homicide,Tulare,2006,Sex,Total,47,416092,11.2956,11.3447,1.67538
Homicide,Monterey,2006,Sex,Total,20,405877,4.9276,4.78543,1.07596
Homicide,Ventura,2006,Sex,Total,34,801225,4.2435,4.25155,0.731045
Homicide,Sacramento,2006,Sex,Total,110,1372270,8.01589,7.84944,0.750349
Homicide,Kern,2006,Sex,Total,69,786220,8.77617,8.46705,1.02698
Homicide,Fresno,2006,Sex,Total,74,886376,8.3486,8.12195,0.95592
Homicide,Stanislaus,2006,Sex,Total,36,503548,7.14927,7.17446,1.20208
Homicide,San Francisco,2006,Sex,Total,72,782928,9.19625,8.53251,1.03368
Homicide,Santa Clara,2006,Sex,Total,41,1713840,2.39229,2.30663,0.361494
Homicide,Santa Barbara,2006,Sex,Total,14,412853,3.39104,3.56244,0.960001
Homicide,CALIFORNIA,2007,Sex,Female,380,18372900,2.06826,2.06311,0.106255
Homicide,San Diego,2007,Sex,Female,19,1500220,1.26648,1.28168,0.295154
Homicide,Fresno,2007,Sex,Female,13,450080,2.88837,2.92701,0.850829
Homicide,Alameda,2007,Sex,Female,22,752302,2.92436,2.93948,0.629433
Homicide,Sacramento,2007,Sex,Female,26,708444,3.67002,3.67821,0.723574
Homicide,Orange,2007,Sex,Female,16,1496600,1.06909,1.06354,0.266436
Homicide,San Bernardino,2007,Sex,Female,27,1006100,2.68363,2.63128,0.509977
Homicide,Los Angeles,2007,Sex,Female,119,4954190,2.40201,2.35423,0.216249
Homicide,Riverside,2007,Sex,Female,25,1046770,2.38831,2.48583,0.499298
Homicide,Contra Costa,2007,Sex,Female,17,522750,3.25203,3.37359,0.825407
Homicide,San Bernardino,2007,Sex,Male,153,996552,15.3529,14.5159,1.19203
Homicide,Contra Costa,2007,Sex,Male,96,498501,19.2577,20.1852,2.06511
Homicide,San Diego,2007,Sex,Male,104,1513940,6.86947,6.51215,0.645819
Homicide,Orange,2007,Sex,Male,77,1469220,5.24087,5.10791,0.584977
Homicide,Fresno,2007,Sex,Male,58,449746,12.8962,12.4449,1.66954
Homicide,Los Angeles,2007,Sex,Male,749,4819700,15.5404,14.3766,0.527636
Homicide,Riverside,2007,Sex,Male,98,1035890,9.46048,9.55691,0.969806
Homicide,Sacramento,2007,Sex,Male,80,679642,11.7709,11.3698,1.27649
Homicide,Alameda,2007,Sex,Male,132,724099,18.2296,17.2086,1.50255
Homicide,CALIFORNIA,2007,Sex,Male,2027,18179600,11.1498,10.5916,0.236369
Homicide,Contra Costa,2007,Sex,Total,113,1021250,11.0649,11.8505,1.11897
